name_id;full_name;height;weight;date_of_birth;birthplace;position;footedness;roster_category;player_category;position_detail;preferred_side
alex-nimo;Alex Nimo;5' 5";141 lbs;3.21.1990 (35);Monrovia, Liberia;Midfielder;;;;;
alex-rando;Alex Rando;6' 3";185 lbs;4.15.2001 (23);New York City, NY, USA;Goalkeeper;;;;;
alex-yi;Alexander Hyum Yi;6' 3";201 lbs;2.27.1982 (43);Alexandria, VA USA;Defender;;;;;
alex-zendejas;Alex Zendejas;5' 7";146 lbs;2.7.1998 (27);El Paso, TX USA;Midfielder;Left;;Homegrown;Winger;Left
alex-riggs;Alex Riggs;6' 4";201 lbs;3.17.1988 (37);;Goalkeeper;;;;;
alex-pineda-chacon;Alex Pineda Chacon;5' 8";150 lbs;1.1.0001 (2024);Santa Cruz de Yojoa, Honduras;Midfielder;;;;;
alex-smith;Alex Smith;5' 11";161 lbs;7.16.1985 (39);Windsor, England;Forward;;;;;
alex-roldan;Alex Roldan;5' 10";154 lbs;7.28.1996 (28);Artesia, CA, USA;Defender;Right;Senior;;;
alex-villanueva-x4407;Alex Villanueva;5' 7";146 lbs;7.9.2002 (22);, CA USA;Defender;;;;Full Back;Left
alex-woods;Alex Woods;5' 6";141 lbs;10.7.1982 (42);Houston, TX USA;Midfielder;;;;;
alfredo-ortuno;Alfredo Ortuño;6' 0";170 lbs;1.21.1991 (34);;Forward;;;;;
ali-ahmed;Ali Ahmed;5' 11";154 lbs;10.10.2000 (24);Toronto, ON, Canada;Midfielder;;Supplemental Slots 21-24;;;
alfonso-ocampo-chavez;Alfonso Ocampo-Chávez;5' 10";146 lbs;3.25.2002 (23);Merced, USA;Forward;;Supplemental Slots 21-24;Homegrown;Striker;Centre
alex-zotinca;Alex Zotinca;6' 0";170 lbs;1.22.1977 (48);Sibiu, Romania;Defender;;;;;
alfredo-morales;Alfredo Morales;6' 0";170 lbs;5.12.1990 (34);Berlin, Germany;Midfielder;Right;Senior;;;
alfredo-pacheco;Alfredo Pacheco;5' 10";168 lbs;12.1.1982 (42);Santa Ana, El Salvador;Defender;;;;;
ali-adnan;Ali Adnan Kadhim Adnan;6' 1";187 lbs;12.19.1993 (31);Baghdad, Iraq;Defender;Left;Senior;International, Designated Player;Full Back;Left
alfonso-loera;Alfonso Loera;6' 1";174 lbs;12.4.1978 (46);Ensenada, Baja California Mexico;Defender;;;;;
alhaji-kamara;Alhaji Kamara;6' 0";161 lbs;4.16.1994 (30);Freetown, Sierra Leone;Forward;;;International;;
alhassan-yusuf;Alhassan Yusuf;5' 9";146 lbs;7.18.2000 (24);Kano, Nigeria;Midfielder;Right;;;;
ali-gerba;Ali Gerba;5' 11";194 lbs;9.4.1981 (43);;Forward;;;;;
allan-arigoni;Allan Arigoni;6' 0";170 lbs;11.4.1998 (26);Zürich, Switzerland;Defender;Right;Senior;International;;
ali-ngon;Ali Ngon;5' 10";185 lbs;9.4.1981 (43);;Forward;;;;;
aliyu-ibrahim;Ibrahim Aliyu;;;1.16.2002 (23);Kano, Nigeria;Forward;;Senior;U22 Initiative;;
alijohn-utush;Alijohn Utush;;;1.1.0001 (2024);;Defender;;;;;
ali-curtis;Ali Curtis;5' 10";190 lbs;12.18.1978 (46);Philadelphia, PA USA;Forward;;;;;
alistair-johnston;Alistair Johnston;5' 11";170 lbs;10.8.1998 (26);Vancouver, BC Canada;Defender;Right;Senior;;Full Back;Right
ali-fadal;Ali Fadal;;;1.14.2004 (21);Kumasi, Ghana;Midfielder;;;;;
aljaz-ivacic;Aljaz Ivacic;6' 2";181 lbs;12.29.1993 (31);Ljubljana, Slovenia;Goalkeeper;Right;Senior;International;;
aljaz-struna;Aljaz Struna;6' 2";179 lbs;8.4.1990 (34);Piran, Slovenia;Defender;Right;Senior;International;Central Defender;Unknown
alonso-martinez;Alonso Martínez;5' 10";159 lbs;10.15.1998 (26);Puntarenas, Costa Rica;Forward;;Senior;International;;
allan-oyirwoth;Allan Oyirwoth;6' 1";168 lbs;1.23.2007 (18);Amor, Uganda;Midfielder;;;;;
allen-obando;Allen Obando;6' 2";;6.13.2006 (18);Quito, Ecuador;Forward;;;;;
ally-hamis-ng-anzi;Ally Hamis Ng'anzi;5' 11";161 lbs;9.3.2000 (24);Mwanza, Tanzania;Midfielder;;;;;
alonso-coello;Alonso Coello;6' 1";181 lbs;10.12.1999 (25);Madrid, Spain;Midfielder;;Supplemental Slots 25-28;International;;
alphonso-davies;Alphonso Davies;5' 11";159 lbs;11.2.2000 (24);Buduburam, Canada;Forward;Left;;;Unknown;Unknown
allan-cruz;Allan Cruz;5' 5";115 lbs;2.24.1996 (29);;Midfielder;;Senior;Designated Player;Central Midfielder;Centre
alonso-aceves;Alonso Aceves;5' 10";141 lbs;3.28.2001 (24);Huixquilucan, Mexico;Defender;;Senior;International;Full Back;Left
alonso-ramirez;Alonso Ramirez;;;8.20.2001 (23);unknown, Mexico;Midfielder;;;;;
allan-rodriguez;Allan Rodriguez;5' 5";152 lbs;5.27.2004 (20);Elkhart, USA;Midfielder;;Supplemental Slots 31;Homegrown;Unknown;Unknown
alvaro-barreal;Álvaro Barreal;5' 8";146 lbs;8.17.2000 (24);Buenos Aires, Argentina;Midfielder;Left;Senior;U22 Initiative;;
alvaro-augusto;Álvaro Augusto;;;4.17.2005 (19);Gramado, Brazil;Defender;;;;;
altimont-butler;Altimont Butler;5' 10";159 lbs;1.1.0001 (2024);Kingston, Jamaica;Midfielder;;;;;
alvaro-medran;Álvaro Medrán;5' 8";157 lbs;3.15.1994 (31);Dos Torres, Spain;Midfielder;Right;Senior;;Central Midfielder;Centre
alvaro-rey;Álvaro Rey;6' 0";181 lbs;7.11.1989 (35);Sevilla, Spain;Midfielder;;;;;
alvaro-sanchez;Alvaro Sanchez;5' 6";148 lbs;8.2.1984 (40);Ciudad Quesada, Costa Rica;Midfielder;;;;;
alvaro-fernandez;Álvaro Fernández;6' 1";159 lbs;10.11.1985 (39);Soriano, Uruguay;Midfielder;;;;;
alvaro-saborio;Álvaro Saborío;6' 0";170 lbs;3.25.1982 (43);San Carlos, Costa Rica;Forward;;;;;
alvaro-pires;Alvaro Henrique Alves Pires;5' 10";181 lbs;3.11.1985 (40);Jardinopolis, Brazil;Midfielder;;;;;
alvaro-quezada;Álvaro Quezada;5' 9";154 lbs;3.4.1999 (26);Granada Hills, CA USA;Midfielder;;Supplemental Slots 25-28;;Unknown;Unknown
amadou-dia;Amadou Dia;5' 10";154 lbs;6.8.1993 (31);Nantes, France;Defender;Left;Supplemental Slots 21-24;;Full Back;Left
alvin-jones;Alvin Jones;6' 2";170 lbs;7.9.1994 (30);Port of Spain, Trinidad and Tobago;Defender;Right;Senior;International;Full Back;Right
amado-guevara;Amado Guevara;5' 11";154 lbs;5.2.1976 (48);Tegucigalpa, Honduras;Midfielder;;;;;
aly-ghazal;Aly Ghazal;6' 2";194 lbs;2.1.1992 (33);Aswan, Egypt;Midfielder;;;;;
amaechi-igwe;Amaechi Igwe;6' 0";165 lbs;5.20.1988 (36);San Francisco, CA USA;Defender;;;;;
amar-sejdic;Amar Sejdić;5' 10";159 lbs;11.29.1996 (28);Berlin, Germany;Midfielder;;Senior;;;
amahl-pellegrino;Amahl Pellegrino;6' 3";150 lbs;6.18.1990 (34);Drammen, Norway;Forward;Right;Senior;International;;
amando-moreno;Amando Moreno;5' 7";146 lbs;9.10.1995 (29);Perth Amboy, NJ USA;Midfielder;Right;;;Winger;Left
alvas-powell;Alvas Powell;6' 0";165 lbs;7.18.1994 (30);St. Thomas, Jamaica;Defender;Right;Senior;;;
amadou-sanyang;Amadou Sanyang;6' 0";165 lbs;8.1.1991 (33);;Midfielder;;;;;
amer-didic;Amer Didic;6' 3";196 lbs;12.28.1994 (30);Zenica, Canada;Defender;;;;Unknown;Unknown
amir-lowery;Amir Lowery;6' 2";190 lbs;12.26.1983 (41);Los Angeles, CA USA;Midfielder;;;;;
amir-daley;Amir Daley;5' 9";154 lbs;2.26.2002 (23);Elmont, NY, USA;Defender;;;;;
amet-korca;Amet Korça;6' 3";;9.16.2000 (24);Arlington, TX, USA;Defender;;Supplemental Slots 21-24;;Unknown;Unknown
ambroise-oyongo;Ambroise Oyongo;5' 9";150 lbs;6.22.1991 (33);Ndikinimeki, Cameroon;Defender;Left;;;Full Back;Left
amine-bassi;Amine Bassi;5' 8";159 lbs;11.27.1997 (27);Bezons, France;Forward;Right;Senior;;;
amos-magee;Amos Magee;5' 7";150 lbs;9.7.1971 (53);St. Paul, MN USA;Forward;;;;;
amobi-okugo;Amobi Okugo;6' 0";174 lbs;3.13.1991 (34);Hayward, CA USA;Defender;;;;;
amos-shapiro-thompson;Amos Shapiro-Thompson;5' 8";;1.11.2000 (25);;Midfielder;;;;Central Midfielder;Centre
aminu-abdallah;Aminu Abdallah;6' 3";170 lbs;1.7.1994 (31);Accra, Ghana;Midfielder;;;;;
amro-tarek;Amro Tarek;6' 4";194 lbs;5.17.1992 (32);Los Ángeles, USA;Defender;Left;Senior;;Central Defender;Unknown
andraz-struna;Andraz Struna;6' 1";159 lbs;4.23.1989 (35);Piran, Slovenia;Defender;;;;;
anderson-conceicao;Anderson Conceicao;6' 2";;10.24.1989 (35);Caravelas, Brazil;Defender;;;;;
anatole-abang;Anatole Abang;6' 1";161 lbs;7.6.1996 (28);Yaounde, Cameroon;Forward;;;;;
anderson-julio;Anderson Julio;5' 11";154 lbs;5.31.1996 (28);Pimampiro, Ecuador;Forward;Right;Senior;International;;
anders-dreyer;Anders Dreyer;5' 7";139 lbs;5.2.1998 (26);Bramming, Denmark;Midfielder;Left;;;;
andoni-iraola;Andoni Iraola;6' 0";;6.22.1982 (42);Usurbil, Spain;Defender;;;;;
anderson-asiedu;Anderson Asiedu;5' 6";154 lbs;6.12.1996 (28);Dormaa Ahenkro, Ghana;Midfielder;;;;Defensive Midfielder;Centre
anderson-rosa;Anderson Rosa;5' 10";;11.13.2001 (23);Salvador, Bahia, Brazil;Defender;;;;;
anders-limpar;Anders Limpar;5' 8";161 lbs;1.1.0001 (2024);Stockholm, Sweden;Midfielder;;;;;
andrea-pirlo;Andrea Pirlo;5' 10";150 lbs;5.19.1979 (45);Flero, Italy;Midfielder;;;Designated Player;;
andreas-ivanschitz;Andreas Ivanschitz;6' 0";181 lbs;10.15.1983 (41);Eisenstadt, Austria;Midfielder;;;;;
andreas-ivan;Andreas Ivan;5' 10";165 lbs;1.10.1995 (30);Pitesti, Romania;Midfielder;;;;;
andrea-mancini;Andrea Mancini;5' 10";174 lbs;8.13.1992 (32);Genoa, Italy;Midfielder;;;International;;
andreas-herzog;Andreas Herzog;6' 0";176 lbs;1.1.0001 (2024);Vienna, Austria;Midfielder;;;;;
andreas-maier;Andreas Maier;5' 10";170 lbs;2.11.1972 (53);;Midfielder;;;;;
andrea-lombardo;Andrea Lombardo;6' 1";176 lbs;5.23.1987 (37);Toronto, Ontario Canada;Forward;;;;;
andrea-pisanu;Andrea Pisanu;5' 11";161 lbs;1.7.1982 (43);Cagliari, Italy;Midfielder;;;;;
andre-akpan;Andre Akpan;6' 1";190 lbs;12.9.1987 (37);Fort Worth, TX USA;Forward;;;;;
andreas-gorlitz;Andreas Görlitz;5' 11";165 lbs;1.31.1982 (43);Weilheim, Germany;Defender;;;;;
andre-hainault;Andre Hainault;6' 0";174 lbs;6.17.1986 (38);Montreal, Quebec Canada;Defender;;;;;
andre-luiz;André Luiz;6' 0";174 lbs;1.11.1974 (51);Sao Paulo, Brazil;Midfielder;;;;;
andreas-maxso;Andreas Maxsø;6' 3";187 lbs;3.18.1994 (31);Hvidovre, Denmark;Defender;Both;Senior;International;;
andre-nunley;Andre Nunley;6' 0";170 lbs;5.22.1974 (50);Denver, CO USA;Defender;;;;;
andre-rawls;Andre Rawls;6' 2";190 lbs;12.20.1991 (33);, CA USA;Goalkeeper;;Senior;;Goalkeeper;Unknown
andre-horta;Andre Horta;5' 9";141 lbs;11.7.1996 (28);Almada, Portugal;Midfielder;;;;;
andre-lewis;Andre Lewis;5' 9";146 lbs;8.12.1994 (30);Spanish Town, Jamaica;Midfielder;;;;;
andrei-pacheco;Andrei Pacheco;6' 1";181 lbs;9.20.1984 (40);;Defender;;;;;
andrei-dumitru;Andrei Dumitru;6' 1";179 lbs;10.28.2006 (18);Toronto, ON, Canada;Midfielder;;;;;
andre-blake;Andre Blake;6' 2";172 lbs;11.21.1990 (34);May Pen, Jamaica;Goalkeeper;Right;Senior;;;
andres-cubas;Andrés Cubas;5' 4";132 lbs;5.11.1996 (28);Campo Grande, Argentina;Midfielder;Right;Senior;International, Designated Player;;
andres-gomez;Andrés Gómez;5' 8";135 lbs;9.12.2002 (22);Quibdo, Colombia;Midfielder;;Senior;;Winger;Right
andre-shinyashiki;Andre Shinyashiki;5' 9";152 lbs;6.11.1997 (27);Sao Paulo, Brazil;Forward;Right;Senior;;Unknown;Unknown
andres-correa;Andres Correa;5' 10";174 lbs;1.29.1994 (31);Medellin, Colombia;Defender;;;;;
andres-flores;Andrés Flores;5' 7";148 lbs;8.31.1990 (34);;Midfielder;;Supplemental Slots 21-24;;Unknown;Unknown
andre-rocha;Andre Rocha;6' 1";190 lbs;8.19.1984 (40);Sao Paulo, Brazil;Midfielder;;;;;
andres-imperiale;Andres Imperiale;6' 1";172 lbs;7.8.1986 (38);;Defender;;;;;
andres-escobar;Andrés Ramiro Escobar;5' 6";146 lbs;5.4.1991 (33);Puerto Tejada, Colombia;Midfielder;;;;;
andres-herrera;Andrés Herrera;5' 10";165 lbs;11.3.1998 (26);Corrientes, Argentina;Defender;;Senior;;;
andre-reynolds-ii;Andre Reynolds;5' 9";154 lbs;5.2.2001 (23);Chicago, USA;Defender;;Supplemental Slots 29-30;Homegrown;Unknown;Unknown
andrew-baiera;Drew Baiera;5' 9";139 lbs;2.28.2007 (18);Darien, CT, USA;Defender;;;;;
andreu-fontas;Andreu Fontàs;6' 2";201 lbs;11.14.1989 (35);Banyoles, Spain;Defender;Left;Senior;;;
andres-ricaurte;Andrés Ricaurte;6' 0";163 lbs;10.3.1991 (33);Medellín, Colombia;Midfielder;Left;Senior;International;Attacking Midfielder;Centre
andres-jasson;Andres Jasson;5' 9";154 lbs;1.17.2002 (23);Greenwich, CT, USA;Midfielder;;Supplemental Slots 29-30;Homegrown;Unknown;Unknown
andres-romero;Andrés Romero;5' 10";161 lbs;12.21.1989 (35);Cordoba, Argentina;Midfielder;;;;;
andres-murriagui;Andres Murriagui;5' 4";146 lbs;2.22.1981 (44);Pichincha, Ecuador;Midfielder;;;;;
andres-mendoza;Andrés Mendoza;6' 0";174 lbs;4.26.1978 (46);Chincha Alta, Peru;Forward;;;;;
andres-rios;Andrés Ríos;5' 10";172 lbs;8.1.1989 (35);Buenos Aires, Argentina;Forward;Right;Senior;International;Striker;Centre
andres-reyes;Andres Reyes;6' 3";179 lbs;9.8.1999 (25);Puerto Tejada, Colombia;Defender;Right;Senior;International, U22 Initiative;;
andres-perea;Andrés Perea;6' 0";159 lbs;11.14.2000 (24);Tampa, FL, USA;Midfielder;Right;Senior;;;
andrew-daniels;Andrew Elliott Daniels;6' 2";174 lbs;5.2.1985 (39);Burlington, NJ USA;Defender;;;;;
andrew-gutman;Andrew Gutman;5' 10";159 lbs;10.2.1996 (28);Hinsdale, IL, USA;Defender;;Senior;Homegrown;;
andrew-driver;Andrew Driver;5' 9";152 lbs;11.20.1987 (37);Oldham, England;Midfielder;;;;;
andrew-carleton;Andrew Carleton;5' 8";146 lbs;6.22.2000 (24);, GA USA;Midfielder;;Supplemental Slots 25-28;Homegrown;Attacking Midfielder;Right
andrew-boyens;Andrew Boyens;6' 4";181 lbs;9.18.1983 (41);Dunedin, New Zealand;Defender;;;;;
andrew-gregor;Andrew Gregor;5' 11";150 lbs;11.22.1975 (49);Syracuse, NY USA;Midfielder;;;;;
andrew-duran;Andrew Duran;6' 1";161 lbs;10.26.1989 (35);;Defender;;;;;
andrew-farrell;Andrew Farrell;5' 11";185 lbs;4.2.1992 (33);Louisville, KY, USA;Defender;Right;Senior;;;
andrew-brody;Andrew Brody;5' 10";154 lbs;5.3.1995 (29);Orlando, FL, USA;Defender;;Supplemental Slots 21-24;Homegrown;;
andrew-dykstra;Andrew Dykstra;6' 4";194 lbs;1.2.1986 (39);Honolulu, Hawaii USA;Goalkeeper;;;;;
andrew-jacobson;Andrew Jacobson;6' 2";185 lbs;9.25.1985 (39);Ft. Myers, FL USA;Midfielder;;;;;
andrew-pannenberg-x7855;Andrew Pannenberg;6' 2";190 lbs;9.21.1998 (26);Charlotte, NC, USA;Goalkeeper;;;;;
andrew-putna;Andrew Putna;6' 2";181 lbs;10.21.1994 (30);Lemont, IL USA;Goalkeeper;;Supplemental Slots 21-24;;Goalkeeper;Unknown
andrew-parrish;Andrew Parrish;6' 0";170 lbs;3.6.1976 (49);;Defender;;;;;
andrew-jean-baptiste;Andrew Jean-Baptiste;6' 2";207 lbs;6.16.1992 (32);Brooklyn, NY Haiti;Defender;;;;Unknown;Unknown
andrew-johnson;Andrew Johnson;6' 2";170 lbs;2.3.2004 (21);Philadelphia, PA, USA;Defender;;;;;
andrew-privett;Andrew Privett;6' 1";174 lbs;8.2.2000 (24);Fallston, MD, USA;Midfielder;;Supplemental Slots 25-28;;;
andrew-kartunen;Andrew Kartunen;6' 1";174 lbs;2.7.1985 (40);San Juan Capistrano, CA USA;Goalkeeper;;;;;
andrew-peterson;Andrew Peterson;5' 11";154 lbs;12.2.1984 (40);Edina, MN USA;Defender;;;;;
andrew-lewis;Andrew Lewis;6' 1";174 lbs;7.10.1974 (50);New Providence, NJ USA;Midfielder;;;;;
andrew-restrepo;Andrew Restrepo;6' 2";174 lbs;10.8.1970 (54);Bridgeport, CT USA;Defender;;;;;
andrew-rick;Andrew Rick;;;1.30.2006 (19);unknown, USA;Goalkeeper;;;;;
andrew-terris;Andrew Terris;6' 2";194 lbs;9.26.1981 (43);Newton, MA USA;Goalkeeper;;;;;
andrew-samuels;Andrew Samuels;5' 9";150 lbs;5.15.1997 (27);;Defender;;;;;
andrew-weber;Andrew Weber;6' 2";190 lbs;8.9.1983 (41);Austin, TX USA;Goalkeeper;;;;;
andrew-ribeiro;Andrew Ribeiro;6' 0";181 lbs;10.22.1990 (34);Green Bay, WI USA;Defender;;;;;
andrew-sousa;Andrew Sousa;6' 0";165 lbs;9.26.1989 (35);Fall River, Massachusetts USA;Midfielder;;;;Unknown;Unknown
andrew-shue;Andrew Shue;5' 9";150 lbs;1.1.0001 (2024);Wilmington, DE USA;Forward;;;;;
andrew-thomas;Andrew Thomas;6' 2";181 lbs;9.1.1998 (26);Moscow, Russia;Goalkeeper;;Supplemental Slots 21-24;;;
andrew-tarbell;Andrew Tarbell;6' 3";190 lbs;10.7.1993 (31);Mandeville, LA, USA;Goalkeeper;;Senior;;;
andrew-wolverton;Andrew Wolverton;6' 6";223 lbs;6.4.1993 (31);;Goalkeeper;;;;;
andrew-wiedeman;Andrew Wiedeman;5' 11";165 lbs;8.22.1989 (35);Oakland, CA USA;Forward;;;;;
andrew-wenger;Andrew Wenger;6' 0";185 lbs;12.25.1990 (34);Lancaster, PA USA;Midfielder;;;;;
andrew-wheeler-omiunu;Andrew Wheeler-Omiunu;5' 9";174 lbs;11.30.1994 (30);Bellingham, MA USA;Midfielder;;;;Central Midfielder;Centre
andrzej-juskowiak;Andrzej Juskowiak;6' 0";181 lbs;11.3.1970 (54);Goston, Poland;Forward;;;;;
andy-adlard;Andy Adlard;5' 9";150 lbs;8.7.1988 (36);;Midfielder;;;;;
andy-dorman;Andy Dorman;6' 1";161 lbs;5.1.1982 (42);Cheshire, England;Midfielder;;;;;
andy-craven;Andy Craven;5' 11";170 lbs;1.21.1992 (33);St. Simons Island, GA USA;Forward;;;;;
andy-batioja;Andy Batioja;;;1.31.2006 (19);;Forward;;;;;
andrew-wooten;Andrew Wooten;6' 1";187 lbs;9.30.1989 (35);Bamberg, USA;Forward;Right;Senior;;Second Striker;Left/Centre/Right
andy-gruenebaum;Andy Gruenebaum;6' 1";174 lbs;12.30.1982 (42);Kansas City, MO USA;Goalkeeper;;;;;
andy-kirk;Andy Kirk;6' 0";176 lbs;10.3.1977 (47);Milwaukee, WI USA;Goalkeeper;;;;;
andy-metcalf;Andy Metcalf;6' 0";174 lbs;6.8.1984 (40);Overland Park, KS USA;Midfielder;;;;;
andy-polo;Andy Polo;5' 8";154 lbs;9.29.1994 (30);Lima, Peru;Forward;Both;Senior;International;Winger;Right
andy-rose;Andy Rose;6' 2";172 lbs;2.13.1990 (35);Melbourne, Australia;Midfielder;;Senior;;Central Midfielder;Centre
andy-rojas-x3721;Andy Rojas;;;12.5.2005 (19);Grecia, Costa Rica;Midfielder;;;;;
andy-najar;Andy Najar;5' 8";150 lbs;3.16.1993 (32);Choluteca, Honduras;Defender;Right;Senior;;;
andy-o-brien;Andy O'Brien;6' 3";205 lbs;6.29.1979 (45);Harrogate, England;Defender;;;;;
andy-herron;Andy Herron;5' 9";154 lbs;3.2.1978 (47);Puerto Limon, Costa Rica;Forward;;;;;
andy-iro;Andy Iro;6' 5";205 lbs;11.26.1984 (40);Liverpool, England;Defender;;;;;
angelino;Jose Angel Tasende;;;1.4.1997 (28);;Defender;;;;;
anibal-godoy;Aníbal Godoy;5' 11";165 lbs;2.10.1990 (35);Panama City, Panama;Midfielder;Left;Senior;;;
angelo-rodriguez;Angelo Rodriguez;5' 11";176 lbs;4.4.1989 (36);Isla de San Andrés, Colombia;Forward;;;;;
andy-williams;Andy Williams;5' 8";172 lbs;9.23.1977 (47);Toronto, Ontario Canada;Midfielder;;;;;
andy-rosenband;Andy Rosenband;5' 7";161 lbs;4.27.1981 (43);Hammond, IN USA;Midfielder;;;;;
andy-welsh;Andrew Peter David Welsh;5' 9";141 lbs;1.24.1983 (42);Manchester, England;Midfielder;;;;;
anisse-saidi;Anisse Saidi;;;6.20.2008 (16);;Forward;;;;;
anibal-chala;Anibal Chalá;5' 10";157 lbs;5.9.1996 (28);Mira, Ecuador;Defender;;;;Wing Back;Left
ange-n-silu;Mawete Ange N'Silu;6' 0";170 lbs;2.17.1986 (39);Kinshasa, Democratic Republic of the Congo;Forward;;;;;
angel-rivillo;Angel Rivillo;5' 7";150 lbs;7.12.1978 (46);Caragas, Venezuela;Midfielder;;;;;
ante-razov;Ante Razov;6' 1";174 lbs;3.2.1974 (51);Los Angeles, CA USA;Forward;;;;;
anthony-farras;Anthony Farras;6' 0";174 lbs;5.10.1976 (48);;Forward;;;;;
anthony-hamilton;Anthony Hamilton;6' 0";161 lbs;8.26.1985 (39);Redlands, CA USA;Forward;;;;;
anthony-jackson-hamel;Anthony Jackson-Hamel;6' 1";181 lbs;8.3.1993 (31);Quebec City, QC Canada;Forward;;Senior;;Unknown;Unknown
anthony-ampaipitakwong;Anthony Ampaipitakwong;5' 8";161 lbs;6.14.1988 (36);Carrollton, TX USA;Midfielder;;;;;
ante-jazic;Ante Jazic;5' 11";174 lbs;2.27.1976 (49);Halifax, Nova Scotia Canada;Defender;;;;;
ansil-elcock;Ansil Elcock;5' 11";161 lbs;1.1.0001 (2024);Port of Spain, Trinidad and Tobago;Defender;;;;;
anthony-arena;Anthony Arena;5' 11";170 lbs;8.3.1990 (34);Kenmore, WA USA;Defender;;;;;
anthony-blondell;Anthony Blondell;6' 1";170 lbs;5.17.1994 (30);Sucre, Venezuela;Forward;;;;;
anthony-fontana;Anthony Fontana;5' 10";170 lbs;10.14.1999 (25);Newark, DE USA;Midfielder;;Supplemental Slots 25-28;Homegrown;Unknown;Unknown
anthony-latronica;Anthony Latronica;6' 1";190 lbs;8.8.1975 (49);Englewood, CO USA;Goalkeeper;;;;;
anthony-peters;Anthony Peters;6' 5";205 lbs;10.24.1983 (41);Baton Rouge, LA USA;Defender;;;;;
anthony-manning;Anthony Manning;6' 4";201 lbs;9.4.1992 (32);Mesquite, TX USA;Defender;;;;;
anthony-markanich;Anthony Markanich;6' 1";;12.26.1999 (25);Bourbonnais, IL, USA;Defender;;Signed;;;
antoine-hoppenot;Antoine Hoppenot;5' 8";154 lbs;11.23.1990 (34);Princeton, NJ USA;Forward;;;;Unknown;Unknown
anthony-ramirez;Anthony Ramírez;5' 7";146 lbs;12.22.2005 (19);Dallas, TX, USA;Midfielder;;;Homegrown;;
anthony-wallace;Anthony Wallace;5' 11";161 lbs;1.26.1989 (36);Brooklyn, NY USA;Defender;;;;;
anthony-marcucci;AJ Marcucci;6' 3";190 lbs;7.31.1999 (25);West Chester, USA;Goalkeeper;;Supplemental Slots 21-24;;;
antonio-bustamante;Antonio Bustamante;5' 7";139 lbs;6.20.1997 (27);Fairfax, Virginia;Midfielder;;;;;
antino-lopez;Antino Lopez;6' 0";150 lbs;5.21.2002 (22);Las Vegas, NV, USA;Defender;;;;;
antonio-carrera;Antonio Juan Carrera;6' 4";159 lbs;3.15.2004 (21);Pachuca De Soto, Mexico;Goalkeeper;;Signed;Homegrown;;
antonio-carlos;Antônio Carlos;6' 3";174 lbs;3.7.1993 (32);Rio de Janeiro, Brazil;Defender;Right;Senior;;Central Defender;Unknown
antonio-de-la-torre;Antonio de la Torre;5' 10";161 lbs;11.18.1977 (47);Guadalajara, Mexico;Defender;;;;;
antonio-nocerino;Antonio Nocerino;5' 9";165 lbs;4.9.1985 (39);Naples, Italy;Midfielder;;;;;
antonio-gomez;Antonio Gomez;;;12.15.2001 (23);;Defender;;;;;
antonio-ribeiro;Antonio Ribeiro;5' 9";154 lbs;10.8.1980 (44);Aveiro, Portugal;Midfielder;;;;;
antonio-martinez;Antonio Martinez;5' 7";141 lbs;7.9.1977 (47);Yuhualica, Jalisco Mexico;Midfielder;;;;;
antonio-dovale;Antonio Dovale;5' 8";152 lbs;4.4.1990 (35);La Coruña, Spain;Midfielder;;;;;
antonio-otero;Antonio Otero;5' 11";170 lbs;5.20.1977 (47);New York, NY USA;Midfielder;;;;;
antonio-mlinar-delamea;Antonio Mlinar Delamea;6' 0";161 lbs;6.10.1991 (33);Celje, Slovenia;Defender;;Senior;;;
anton-nedyalkov;Anton Nedyalkov;5' 11";154 lbs;4.30.1993 (31);Lovech, Bulgaria;Defender;;;;;
anton-tinnerholm;Anton Tinnerholm;5' 9";150 lbs;2.26.1991 (34);;Defender;Right;Senior;;Unknown;Unknown
anton-walkes;Anton Walkes;6' 2";181 lbs;2.8.1997 (28);;Defender;;Senior;;Unknown;Unknown
arash-noamouz;Arash Noamouz;6' 0";170 lbs;1.1.0001 (2024);Tehran, Iran;Defender;;;;;
anton-sorenson;Anthony Sorenson;5' 6";126 lbs;1.25.2003 (22);Port-au-Prince, Haiti;Defender;;Supplemental Slots 29-30;Homegrown;;
antony-curic;Antony Curic;6' 3";174 lbs;1.16.2001 (24);unknown, Canada;Defender;;;;Unknown;Unknown
arevalo-rios;Arevalo Rios;5' 6";165 lbs;1.1.1982 (43);Paysandú, Uruguay;Midfielder;;;;;
antony;Antony Alves Santos;6' 1";;9.8.2001 (23);;Forward;;Senior;International;;
antti-sumiala;Antti Sumiala;6' 1";185 lbs;2.20.1974 (51);Pori, Finland;Forward;;;;;
antony-de-avila;Antony De Avila;5' 3";135 lbs;1.1.0001 (2024);Santa Marta, Colombia;Forward;;;;;
ariel-lassiter;Ariel Lassiter;5' 10";154 lbs;9.27.1994 (30);Turrialba, Costa Rica;Midfielder;Both;Senior;;;
armando-begines;Armando Begines;5' 11";154 lbs;3.26.1983 (42);Guadalajara, Jalisco Mexico;Defender;;;;;
arley-palacios;Arley Palacios;6' 1";174 lbs;6.10.1973 (51);Medellin, Colombia;Defender;;;;;
ariel-graziani;Ariel Graziani;6' 0";146 lbs;6.7.1971 (53);Empalme, Argentina;Forward;;;;;
